hoopR_ID,athlete,nba_api_ID,pst_ID
3936299,Jamal Murray,1627750,454
3937101,Deyonta Davis,1627738,316
3943606,Jerome Robinson,1629010,538
3946974,Devontae Cacok,1629719,745
3947156,Mamadi Diakite,1629603,698
3948153,Chris Boucher,1628449,486
3952343,Jaylen Morris,1628537,1036
4011991,Dragan Bender,1627733,333
4017837,Ivica Zubac,1627826,242
4017838,Ante Zizic,1627790,373
4017839,Juancho Hernangomez,1627823,282
4017843,Thon Maker,1627748,495
4017844,Guerschon Yabusele,1627824,367
4017846,Georgios Papagiannis,1627834,249
4064727,Josh Magette,203705,416
4064730,Tim Quarterman,1627817,256
4065635,Ky Bowman,1629065,625
4065648,Jayson Tatum,1628369,498
4065649,Harry Giles III,1628385,540
4065651,Frank Jackson,1628402,530
4065652,Marques Bolden,1629716,-1
4065653,Jack White,1631298,867
4065654,Jonathan Isaac,1628371,388
4065656,Trent Forrest,1630235,646
4065660,Mfiondu Kabengele,1629662,702
4065663,Josh Okogie,1629006,574
4065670,Bruce Brown,1628971,519
4065672,Dewan Hernandez,1629608,582
4065673,Tony Bradley,1628396,382
4065697,Dennis Smith Jr.,1628372,379
4065730,Kyle Guy,1629657,-1
4065731,Jay Huff,1630643,877
4065732,De'Andre Hunter,1629631,587
4065733,Ty Jerome,1629660,584
4065778,Max Strus,1629622,576
4065804,Sam Hauser,1630573,765
4065805,Markus Howard,1630210,676
4065816,Myles Powell,1629619,720
4065836,Omari Spellman,1629016,508
4066211,Robert Williams III,1629057,505
4066212,Jordan Bone,1629648,563
4066218,Grant Williams,1629684,659
4066240,Braxton Key,1630296,929
4066248,Jared Harper,1629607,615
4066259,De'Aaron Fox,1628368,441
4066261,Bam Adebayo,1628389,493
4066262,Malik Monk,1628370,591
4066264,Wenyen Gabriel,1629117,644
4066268,Duop Reath,1641871,926
4066269,Skylar Mays,1630219,831
4066297,Josh Jackson,1628367,451
4066299,Udoka Azubuike,1628962,725
4066303,Xavier Sneed,1630270,-1
4066317,Lindy Waters III,1630322,868
4066320,Desmond Bane,1630217,813
4066328,Jarrett Allen,1628386,403
4066334,Rawle Alkins,1628959,-1
4066335,Kobi Simmons,1628424,374
4066336,Lauri Markkanen,1628374,440
4066354,Payton Pritchard,1630202,685
4066367,Tyler Cook,1629076,817
4066372,Kevin Huerter,1628989,544
4066382,Cassius Winston,1630216,750
4066383,Miles Bridges,1628970,728
4066387,Amir Coffey,1629599,566
4066392,Isaiah Roby,1629676,600
4066399,Micah Potter,1630695,976
4066405,Lamar Stevens,1630205,675
4066407,Carsen Edwards,1629035,671
4066410,Eugene Omoruyi,1630647,734
4066421,Lonzo Ball,1628366,449
4066424,Ike Anigbogu,1628387,371
4066425,T.J. Leaf,1628388,398
4066436,De'Anthony Melton,1629001,509
4066446,Elijah Hughes,1630190,693
4066450,Armoni Brooks,1629717,717
4066457,Austin Reaves,1630559,769
4066467,Malik Fitts,1630238,733
4066490,Kostas Antetokounmpo,1628961,550
4066508,Charlie Brown Jr.,1629718,-1
4066636,Markelle Fultz,1628365,490
4066648,Rui Hachimura,1629060,616
4066650,Zach Collins,1628380,366
4066651,Killian Tillie,1629681,661
4066668,Malachi Flynn,1630201,705
4066731,Jalen McDaniels,1629667,691
4066736,Jordan Ford,1630259,951
4066757,Sam Merrill,1630241,650
4066786,Jeff Dowtin Jr.,1630288,-1
4066790,Anthony Lamb,1630237,1042
4066808,Taze Moore,1631386,-1
4066851,Miye Oni,1629671,735
4066993,Dru Smith,1630696,938
4067017,A.J. Lawson,1630639,-1
4067045,Alize Johnson,1628993,504
4067069,Nate Darling,1630268,679
4067325,Nathan Knight,1630233,1039
4067469,Jemerrio Jones,1629203,-1
4067735,Carlik Jones,1630637,-1
4067858,Kevon Harris,1630284,870
4080610,Hamidou Diallo,1628977,528
4222252,Isaiah Hartenstein,1628392,535
4230546,Terrance Ferguson,1628390,484
4230547,Frank Ntilikina,1628373,384
4230548,Rodions Kurucs,1629066,515
4230550,Elie Okobo,1629059,631
4230551,Arnoldas Kulboka,1629083,-1
4230554,Marko Guduric,1629741,618
4237215,Vincent Poirier,1629738,604
4237239,William Howard,1629739,-1
4277811,Collin Sexton,1629012,665
4277812,Alex Reese,1642024,1030
4277813,Herbert Jones,1630529,749
4277842,Trevon Duval,1628979,1037
4277843,Gary Trent Jr.,1629018,516
4277847,Wendell Carter Jr.,1628976,624
4277848,Marvin Bagley III,1628963,534
4277850,RaiQuan Gray,1630564,-1
4277869,Jose Alvarado,1630631,783
4277871,Moses Wright,1630589,797
4277880,Malik Williams,1642013,-1
4277882,Brian Bowen II,1628968,662
4277883,Jordan Nwora,1629670,700
4277886,Freddie Gillespie,1630273,-1
4277887,Lindell Wigginton,1629623,820
4277890,Lonnie Walker IV,1629022,542
4277892,Marcus Garrett,1630585,760
4277905,Trae Young,1629027,568
4277919,Mo Bamba,1628964,548
4277922,Jericho Sims,1630579,776
4277923,Zhaire Smith,1629015,559
4277928,Jarrett Culver,1629633,594
4277951,Luka Garza,1630568,819
4277952,Bruno Fernando,1628981,617
4277956,Jordan Poole,1629673,598
4277957,Isaiah Livers,1630587,739
4277961,Jaren Jackson Jr.,1628991,553
4277964,Xavier Tillman,1630214,642
4278031,Oshae Brissett,1629052,629
4278045,Chaundee Brown Jr.,1630602,1043
4278046,Olivier Sarr,1630846,810
4278049,Daniel Gafford,1629655,592
4278052,Chuma Okeke,1629643,683
4278053,Davion Mitchell,1630558,790
4278067,Nic Claxton,1629651,567
4278073,Shai Gilgeous-Alexander,1628983,626
4278075,Kevin Knox II,1628995,518
4278076,Nick Richards,1630208,649
4278077,Jarred Vanderbilt,1629020,551
4278078,P.J. Washington,1629023,596
4278080,Tremont Waters,1629682,636
4278103,Jontay Porter,1629007,684
4278104,Michael Porter Jr.,1629008,609
4278111,Justin Minaya,1631303,895
4278116,Yves Pons,1630582,751
4278124,Saben Lee,1630240,763
4278129,Deandre Ayton,1629028,552
4278355,Obi Toppin,1630167,658
4278378,Jacob Gilyard,1631367,-1
4278402,Jordan Goodwin,1630692,940
4278502,Tyler Bey,1630189,-1
4278507,McKinley Wright IV,1630593,766
4278508,Troy Brown Jr.,1628972,554
4278521,KZ Okpala,1629644,590
4278541,Jaylen Nowell,1629669,621
4278555,Ty-Shon Alexander,1630234,730
4278562,Paul Reed,1630194,721
4278566,Jamorko Pickett,1630691,823
4278572,Jamal Cain,1631288,883
4278580,Sandro Mamukelashvili,1630572,768
4278585,Collin Gillespie,1631221,996
4278588,Jermaine Samuels Jr.,1631257,-1
4278594,Naji Marshall,1630230,686
4278707,Jordan Schakel,1630648,-1
4279118,Keaton Wallace,1630811,1026
4279318,Daeqwon Plowden,1631342,-1
4279532,Stanley Umude,1630649,1049
4279815,Terry Taylor,1630678,825
4279888,Ja Morant,1629630,589
4280151,Corey Kispert,1630557,841
4280245,Jamaree Bouyea,1631123,-1
4291678,Haywood Highsmith,1629312,878
4348696,Dzanan Musa,1629058,523
4348697,Isaac Bonga,1629067,628
4348700,Goga Bitadze,1629048,573
4349241,Adam Mokoka,1629690,597
4351851,Anfernee Simons,1629014,536
4351852,Mitchell Robinson,1629011,547
4395620,Hunter Tyson,1641816,897
4395623,Trey Jemison III,1641998,1021
4395625,RJ Barrett,1629628,579
4395626,Tre Jones,1630200,818
4395627,Cam Reddish,1629629,578
4395628,Zion Williamson,1629627,606
4395630,Devin Vassell,1630170,699
4395650,Leaky Black,1641778,948
4395651,Coby White,1629632,712
4395652,Nassir Little,1629642,593
4395676,Buddy Boeheim,1631205,-1
4395688,Jaylen Hoard,1629658,803
4395695,Jared Butler,1630215,782
4395698,Kira Lewis Jr.,1630184,716
4395702,Isaiah Joe,1630198,755
4395704,Mason Jones,1630222,653
4395712,Andrew Nembhard,1629614,851
4395714,Keyontae Johnson,1641749,-1
4395722,Ashton Hagans,1630204,-1
4395723,Keldon Johnson,1629640,697
4395724,Immanuel Quickley,1630193,641
4395725,Tyler Herro,1629639,572
4396629,Nate Hinton,1630207,876
4396638,Feron Hunt,1630624,-1
4396818,Jordan Miller,1641757,1008
4396907,Darius Garland,1629636,669
4396909,Aaron Nesmith,1630174,673
4396959,Reggie Perry,1629617,651
4396961,Robert Woodard II,1630218,704
4396971,Naz Reid,1629675,575
4396972,Javonte Smart,1630606,-1
4396978,Darius Days,1630620,-1
4396991,Talen Horton-Tucker,1629659,727
4396993,Tyrese Haliburton,1630169,647
4397002,Ayo Dosunmu,1630245,784
4397008,Romeo Langford,1629641,565
4397014,Quentin Grimes,1629656,785
4397016,Devon Dotson,1629653,640
4397018,Ochai Agbaji,1630534,924
4397020,Luguentz Dort,1629652,634
4397033,Joe Wieskamp,1630580,828
4397040,Brandon Williams,1630314,808
4397071,Mac McClung,1630644,-1
4397077,Jaxson Hayes,1629637,709
4397102,Bol Bol,1629626,571
4397103,Louis King,1629663,732
4397107,David Duke Jr.,1630561,774
4397119,Jared Rhoden,1631197,1025
4397126,Moses Brown,1629650,933
4397127,Jules Bernard,1631262,-1
4397134,Cole Swider,1631306,847
4397136,Saddiq Bey,1630180,850
4397140,Kevin Porter Jr.,1629645,610
4397166,CJ Elleby,1629604,672
4397179,Tyrese Martin,1631213,-1
4397183,Aaron Wiggins,1630598,826
4397189,Jalen Smith,1630188,648
4397204,Colin Castleton,1630658,945
4397205,Ignas Brazdeikis,1629649,710
4397215,Daniel Oturu,1630187,1038
4397227,Vince Williams Jr.,1631246,856
4397233,Pete Nance,1631250,1018
4397235,Duane Washington Jr.,1630613,830
4397251,Ron Harper Jr.,1631199,-1
4397347,Liam Robbins,1641857,964
4397424,Neemias Queta,1629674,773
4397449,Elijah Harkless,1641989,1062
4397475,AJ Green,1631260,844
4397511,Javon Freeman-Liberty,1631241,890
4397650,Andrew Funk,1641847,-1
4397654,Adam Flagler,1641745,974
4397688,Trey Murphy III,1630530,821
4397689,Drew Peterson,1641809,1006
4397693,Kessler Edwards,1630556,759
4397821,Nate Williams,1631466,-1
4397882,Tolu Smith,1642449,-1
4397885,Dalano Banton,1630625,781
4397886,Charles Bassey,1629646,835
4397916,Jason Preston,1630554,1041
4398207,Jalen Slawson,1641771,874
4398390,Jalen Pickett,1629618,-1
4401415,Alen Smailagic,1629346,580
4401416,Juan Toscano-Anderson,1629308,718
4407254,Brodric Thomas,1630271,664
4409222,Trevelin Queen,1630243,994
4411057,Kevin McCullar Jr.,1641755,1022
4423309,Luka Samanic,1629677,667
4423314,Sekou Doumbouya,1629635,577
4423545,Darius Bazley,1629647,627
4423883,Deividas Sirvydis,1629686,1040
4423884,Henri Drell,1630929,910
4423885,Didi Louzada,1629712,829
4423887,Jalen Lecque,1629665,595
4431669,Vernon Carey Jr.,1630176,738
4431671,Jaden McDaniels,1630183,703
4431672,Nico Mannion,1630185,-1
4431673,Matt Hurt,1630562,-1
4431675,Trendon Watford,1630570,756
4431678,Tyrese Maxey,1630178,714
4431679,Precious Achiuwa,1630173,764
4431680,Onyeka Okongwu,1630168,660
4431684,Trayce Jackson-Davis,1631218,888
4431686,Cassius Stanley,1630199,-1
4431687,Patrick Williams,1630172,668
4431688,Jahmi'us Ramsey,1630186,657
4431689,Keion Brooks Jr.,1631232,-1
4431690,Zeke Nnaji,1630192,701
4431699,Kai Jones,1630539,777
4431705,Anton Watson,1641817,1057
4431712,James Bouknight,1630547,824
4431714,Jalen Wilson,1630592,972
4431720,Lester Quinones,1631311,-1
4431727,Isaiah Wong,1631209,1015
4431736,Toumani Camara,1641739,911
4431747,Tyrell Terry,1630179,694
4431752,Kobe Brown,1641738,993
4431767,Christian Braun,1631128,987
4431775,Seth Lundy,1641754,912
4431778,Christian Koloko,1631132,917
4431785,Scotty Pippen Jr.,1630590,941
4431786,Keshad Johnson,1642352,1004
4431811,Dereon Seabron,1631220,-1
4431816,Jesse Edwards,1642399,-1
4431823,Miles McBride,1630540,789
4431828,KJ Martin,1630231,643
4431893,Jamison Battle,1642419,1017
4431941,RayJ Dennis,1642484,-1
4432070,Quincy Olivari,1642439,967
4432107,Marcus Sasser,1631204,934
4432117,Isaiah Stevens,1641815,1032
4432158,Evan Mobley,1630596,770
4432161,Greg Brown III,1630535,758
4432162,Brandon Boston,1630527,742
4432164,Jaden Springer,1630531,744
4432165,Jalen Suggs,1630591,761
4432166,Cade Cunningham,1630595,736
4432168,Josh Christopher,1630528,-1
4432170,Isaiah Jackson,1630543,757
4432171,Moses Moody,1630541,792
4432173,Sharife Cooper,1630536,799
4432174,Cam Thomas,1630560,791
4432176,Daishen Nix,1630227,836
4432179,MarJon Beauchamp,1630699,854
4432181,Julian Strawther,1631124,923
4432187,Reece Beekman,1641736,1064
4432190,Andre Jackson Jr.,1641748,899
4432192,Keon Johnson,1630553,740
4432194,Day'Ron Sharpe,1630549,731
4432241,Jamal Shead,1642347,991
4432247,Jaylen Clark,1641740,1048
4432356,Johnny Davis,1631098,852
4432446,Jabari Walker,1631133,914
4432573,Paolo Banchero,1631094,848
4432582,Max Christie,1631108,928
4432585,AJ Griffin,1631100,893
4432588,John Butler Jr.,1631219,1044
4432639,Jabari Smith Jr.,1631095,861
4432645,Trevor Keels,1631211,1047
4432646,Kennedy Chandler,1631113,1046
4432735,Dariq Whitehead,1641727,879
4432808,James Wiseman,1630164,695
4432809,Cole Anthony,1630175,715
4432810,Isaiah Stewart,1630191,809
4432811,Josh Green,1630182,787
4432812,Scottie Lewis,1630575,778
4432813,Jeremiah Robinson-Earl,1630526,807
4432815,Isaiah Mobley,1630600,-1
4432816,LaMelo Ball,1630163,723
4432817,Johnny Juzang,1630548,857
4432819,Tre Mann,1630544,804
4432820,D.J. Carton,1630618,973
4432821,E.J. Liddell,1630604,1024
4432822,Isaac Okoro,1630171,645
4432823,Jaylin Williams,1631119,880
4432827,Oscar Tshiebwe,1631131,1020
4432847,Terrence Shannon Jr.,1630545,1010
4432848,Jaime Jaquez Jr.,1631170,921
4432872,Emanuel Miller,1641801,-1
4432907,Justin Champagnie,1630551,794
4432946,Jalen Bridges,1641779,-1
4432971,Alex Ducas,1642505,1028
4433076,Ben Sheppard,1641767,935
4433083,Cam Spencer,1642285,963
4433134,Scottie Barnes,1630567,743
4433136,Walker Kessler,1631117,839
4433137,Ziaire Williams,1630533,748
4433157,Josh Hall,1630221,680
4433159,Dalen Terry,1631207,887
4433188,Devin Carter,1642269,1003
4433192,Tari Eason,1631106,882
4433218,Jaden Ivey,1631093,837
4433225,Tyler Kolek,1642278,968
4433246,Patrick Baldwin Jr.,1631116,846
4433247,Jonathan Kuminga,1630228,737
4433249,Moussa Diabate,1631217,860
4433254,Kendall Brown,1631112,1045
4433255,Chet Holmgren,1631096,1012
4433268,Trey Alexander,1641725,-1
4433287,Brandon Miller,1641706,885
4433378,Colby Jones,1641732,904
4433618,Harrison Ingram,1631127,-1
4433620,Emoni Bates,1641734,1002
4433621,Jalen Duren,1631105,843
4433622,Chris Livingston,1641753,892
4433623,Caleb Houstan,1631216,949
4433626,Jalen Hood-Schifino,1641720,886
4433627,Keyonte George,1641718,909
4437244,Jalen Green,1630224,786
4438552,Onuralp Bitim,1641931,903
4565201,Malaki Branham,1631103,864
4566434,Franz Wagner,1630532,832
4576085,JD Davison,1631120,944
4576086,Bryce McGowens,1631121,873
4576087,Peyton Watson,1631212,849
4585610,Kenneth Lofton Jr.,1631254,919
4590530,R.J. Hampton,1630181,706
4591725,Ryan Rollins,1631157,907
4592187,Wendell Moore Jr.,1631111,930
4592204,David Johnson,1630525,806
4592216,Alondes Williams,1631214,855
4592304,Donovan Williams,1631495,-1
4592401,N'Faly Dante,1642368,-1
4592402,Chris Duarte,1630537,762
4592427,Spencer Jones,1642461,1009
4592435,Branden Carlson,1642382,1056
4592461,Jacob Toppin,1631210,1031
4592479,Julian Champagnie,1630577,936
4592492,Bones Hyland,1630538,771
4592686,Antonio Reeves,1641810,-1
4592691,Jake LaRavia,1631222,838
4592699,Enrique Freeman,1642402,1011
4592714,Pat Spencer,1630311,-1
4592829,Quenton Jackson,1631245,1065
4592857,Isaiah Crawford,1642384,971
4592933,Mouhamadou Gueye,1631338,1051
4592965,Tristen Newton,1641803,-1
4592979,Zyon Pullin,1642389,1061
4593016,Quinten Post,1642366,1029
4593041,David Roddy,1631223,-1
4593049,Orlando Robinson,1631115,862
4593125,Santi Aldama,1630583,793
4593803,Jalen Williams,1631114,865
4593841,Baylor Scheierman,1631248,-1
4594268,Anthony Edwards,1630162,796
4594326,Kris Murray,1631200,969
4594327,Keegan Murray,1631099,845
4595400,Olivier-Maxence Prosper,1641765,952
4597865,Tosan Evbuomwan,1641787,-1
4600663,Zach Edey,1641744,983
4601023,Oso Ighodaro,1642345,997
4601025,Pelle Larsson,1641796,989
4610139,Jeremy Sochan,1631110,840
4683018,Aleksej Pokusevski,1630197,654
4683021,Deni Avdija,1630166,682
4683023,Jay Scrubb,1630206,681
4683024,Killian Hayes,1630165,713
4683025,Leandro Bolmaro,1630195,815
4683027,Theo Maledon,1630177,687
4683622,Marko Simonovic,1630250,753
4683634,Bennedict Mathurin,1631097,866
4683678,Scoot Henderson,1630703,891
4683686,Nick Smith Jr.,1641733,1014
4683688,Dereck Lively II,1641726,884
4683689,Jordan Walsh,1641775,1000
4683692,Cason Wallace,1641717,992
4683736,Kobe Bufkin,1641723,908
4683747,Jaylon Tyson,1642281,958
4683749,TyTy Washington Jr.,1631102,906
4683750,Jordan Hawkins,1641722,959
4683766,Isaiah Collier,1642268,960
4683771,Ronald Holland II,1641842,-1
4683774,Bronny James,1642355,977
4683778,Jared McCain,1642272,1054
4683834,KJ Simpson,1642354,-1
4683935,Blake Wesley,1631104,858
4683940,Terquavion Smith,1631173,-1
4684272,Ja'Kobe Walter,1642266,956
4684275,Rob Dillingham,1642265,979
4684286,Maxwell Lewis,1641721,915
4684737,Jaylen Martin,1641798,1050
4684740,Amen Thompson,1641708,902
4684742,Ausar Thompson,1641709,962
4684793,Kyle Filipowski,1642271,978
4684806,Taylor Hendricks,1641707,943
4687718,Josh Minott,1631169,905
4701225,PJ Hall,1641790,-1
4701230,Jalen Johnson,1630552,812
4701232,Mark Williams,1631109,842
4701233,Craig Porter Jr.,1641854,947
4701234,Ricky Council IV,1641741,-1
4702023,Adama Sanogo,1641766,970
4702159,Dillon Jones,1641794,-1
4702176,Joshua Primo,1630563,827
4702177,Keon Ellis,1631165,896
4702233,JT Thor,1630550,772
4702382,Tristan da Silva,1641783,955
4708972,Jazian Gortman,1641789,-1
4709138,Brandin Podziemski,1641764,937
4711272,Reed Sheppard,1642263,1023
4711294,Matas Buzelis,1641824,990
4711297,Justin Edwards,1642348,1016
4712849,Anthony Black,1641710,995
4712863,Mouhamed Gueye,1631243,932
4712896,Noah Clowney,1641730,900
4715198,Isaiah Todd,1630225,746
4845363,Cam Christie,1642353,1059
4845367,Stephon Castle,1642264,984
4868423,Jaden Hardy,1630702,875
4869342,Dyson Daniels,1630700,863
4870562,Dominick Barlow,1631230,954
4871140,Ibou Badji,1630641,916
4871141,Ariel Hukporti,1630574,986
4871143,Usman Garuba,1630586,780
4871144,Alperen Sengun,1630578,752
4871145,Josh Giddey,1630581,779
4888725,Ryan Dunn,1642346,961
4895758,Cody Williams,1642262,1013
4896481,Alex Fudge,1641788,-1
4897449,Malevy Leons,1642502,-1
4897943,Dalton Knecht,1642261,-1
4900671,Ajay Mitchell,1642349,1027
4906923,Bobi Klintman,1641752,1053
4914336,Shaedon Sharpe,1631101,871
4981257,Gabriel Lundberg,1630994,-1
4997526,Ousmane Dieng,1631172,920
4997536,Gui Santos,1630611,913
4997537,Tristan Vukcevic,1641774,950
4997539,Luke Travers,1631247,-1
5044385,Leonard Miller,1631159,1001
5061589,Yves Missi,1642274,965
5075393,Trevor Hudgins,1631309,-1
5081727,Sidy Cissoko,1631321,922
5099752,Rayan Rupert,1641712,931
5104155,Bilal Coulibaly,1641731,894
5104156,Armel Traore,1642422,1055
5104157,Victor Wembanyama,1641705,898
5105550,GG Jackson,1641713,939
5105553,Julian Phillips,1641763,918
5105565,Donovan Clingan,1642270,981
5105592,Cam Whitmore,1641715,927
5105623,Kel'el Ware,1642276,953
5105637,Adem Bona,1641737,985
5105638,Amari Bailey,1641735,942
5105806,Jett Howard,1641724,1005
5105839,Brice Sensabaugh,1641729,925
5106060,Jarace Walker,1641716,881
5106258,Gradey Dick,1641711,901
5107199,Daniss Jenkins,1642450,-1
5107818,Isaac Jones,1642403,1033
5107897,Jonathan Mogbo,1642367,1019
5112087,Jaylen Wells,1642377,1063
5157066,Johnny Furphy,1642277,957
5159895,Yuki Kawamura,1642530,998
5165257,Trentyn Flowers,1642280,1052
5167876,Tyler Smith,1641890,975
5170947,AJ Johnson,1642358,966
5174563,Kyshawn George,1642273,988
5177362,Riley Minix,1642434,-1
5211175,Zaccharie Risacher,1642258,1007
5211983,Pacome Dadiet,1642359,1058
5211984,Ulrich Chomche,1642279,1060
3191,Corey Brewer,201147,-1
4260,Greg Monroe,202328,410
6594,John Jenkins,203098,52
2490589,Isaiah Canaan,203477,332
3059316,Wayne Selden,1627782,393
3906522,Henry Ellenson,1627740,264
3908806,Ray Spalding,1629034,-1
4066243,Daryl Macon,1629133,-1
4236300,Mitchell Creek,1628249,-1
5160992,Alex Sarr,1642259,980
3059356,Billy Garrett Jr.,1628656,-1
4376,Boban Marjanovic,1626246,196
3037789,Bogdan Bogdanovic,203992,380
3593,Bojan Bogdanovic,202711,350
4845374,Bub Carrington,1642267,-1
3057240,Cameron Reynolds,1629244,-1
3102528,Dante Exum,203957,310
3032978,Dario Saric,203967,432
3032979,Dennis Schroder,203471,359
6477,Jonas Valanciunas,202685,183
3102530,Jusuf Nurkic,203994,6
4997538,Karlo Matkovic,1631255,999
3102531,Kristaps Porzingis,204001,98
3945274,Luka Doncic,1629029,531
3059310,Monte Morris,1628420,436
1713,Nene ,2403,27
3112335,Nikola Jokic,203999,292
4997528,Nikola Jovic,1631107,872
6478,Nikola Vucevic,202696,205
4277916,RJ Nembhard Jr.,1630612,747
5211176,Tidjane Salaun,1642275,982
3102532,Vasilije Micic,203995,946
4578893,Vit Krejci,1630249,822
4230557,Vlatko Cancar,1628427,588
