"athlete_id","athlete_display_name"
3934662,"Tyler Lydon"
3934663,"Malachi Richardson"
3934670,"Marcus Derrickson"
3934672,"Jalen Brunson"
3934673,"Donte DiVincenzo"
3934695,"Tyler Hall"
3934719,"O.G. Anunoby"
3934719,"OG Anunoby"
3934721,"Juwan Morgan"
3934723,"Thomas Bryant"
3936099,"Derrick Jones Jr."
3936294,"Isaiah Briscoe"
3936296,"Skal Labissiere"
3936298,"Mychal Mulder"
3936299,"Jamal Murray"
3937101,"Deyonta Davis"
3938916,"Malik Ellison"
3943606,"Jerome Robinson"
3945274,"Luka Doncic"
3945566,"Justin Robinson"
3946974,"Devontae Cacok"
3947078,"Tyler Davis"
3947156,"Mamadi Diakite"
3948144,"Ahmad Caver"
3948153,"Chris Boucher"
3950760,"Kylor Kelley"
3952343,"Jaylen Morris"
4011991,"Dragan Bender"
4017837,"Ivica Zubac"
4017838,"Ante Zizic"
4017839,"Juancho Hernangomez"
4017843,"Thon Maker"
4017844,"Guerschon Yabusele"
4017846,"Georgios Papagiannis"
4028211,"Cody Demps"
4064727,"Josh Magette"
4064730,"Tim Quarterman"
4065635,"Ky Bowman"
4065648,"Jayson Tatum"
4065649,"Harry Giles III"
4065650,"Javin DeLaurier"
4065651,"Frank Jackson"
4065652,"Marques Bolden"
4065653,"Jack White"
4065654,"Jonathan Isaac"
4065656,"Trent Forrest"
4065660,"Mfiondu Kabengele"
4065663,"Josh Okogie"
4065670,"Bruce Brown"
4065672,"Dewan Hernandez"
4065673,"Tony Bradley"
4065697,"Dennis Smith Jr."
4065730,"Kyle Guy"
4065731,"Jay Huff"
4065732,"De'Andre Hunter"
4065733,"Ty Jerome"
4065778,"Max Strus"
4065804,"Sam Hauser"
4065805,"Markus Howard"
4065816,"Myles Powell"
4065834,"Shamorie Ponds"
4065836,"Omari Spellman"
4065836,"Omari Rasulala Spellman"
4066211,"Robert Williams III"
4066212,"Jordan Bone"
4066218,"Grant Williams"
4066221,"Hassani Gravett"
4066240,"Braxton Key"
4066243,"Daryl Macon"
4066248,"Jared Harper"
4066259,"De'Aaron Fox"
4066261,"Bam Adebayo"
4066262,"Malik Monk"
4066264,"Wenyen Gabriel"
4066268,"Duop Reath"
4066269,"Skylar Mays"
4066297,"Josh Jackson"
4066299,"Udoka Azubuike"
4066303,"Xavier Sneed"
4066315,"Cameron McGriff"
4066317,"Lindy Waters III"
4066320,"Desmond Bane"
4066328,"Jarrett Allen"
4066334,"Rawle Alkins"
4066335,"Kobi Simmons"
4066336,"Lauri Markkanen"
4066354,"Payton Pritchard"
4066367,"Tyler Cook"
4066372,"Kevin Huerter"
4066377,"Zavier Simpson"
4066378,"Jon Teske"
4066382,"Cassius Winston"
4066383,"Miles Bridges"
4066387,"Amir Coffey"
4066392,"Isaiah Roby"
4066399,"Micah Potter"
4066405,"Lamar Stevens"
4066407,"Carsen Edwards"
4066410,"Eugene Omoruyi"
4066414,"Aleem Ford"
4066421,"Lonzo Ball"
4066424,"Ike Anigbogu"
4066425,"T.J. Leaf"
4066436,"De'Anthony Melton"
4066446,"Elijah Hughes"
4066450,"Armoni Brooks"
4066457,"Austin Reaves"
4066467,"Malik Fitts"
4066486,"Jarron Cumberland"
4066490,"Kostas Antetokounmpo"
4066496,"JaQuori McLaughlin"
4066508,"Charlie Brown Jr."
4066636,"Markelle Fultz"
4066648,"Rui Hachimura"
4066649,"Zach Norvell Jr."
4066650,"Zach Collins"
4066651,"Killian Tillie"
4066668,"Malachi Flynn"
4066731,"Jalen McDaniels"
4066736,"Jordan Ford"
4066757,"Sam Merrill"
4066786,"Jeff Dowtin Jr."
4066790,"Anthony Lamb"
4066796,"DeJon Jarreau"
4066808,"Taze Moore"
4066851,"Miye Oni"
4066889,"Jackson Rowe"
4066993,"Dru Smith"
4066998,"Jalen Harris"
4067017,"A.J. Lawson"
4067045,"Alize Johnson"
4067069,"Nate Darling"
4067325,"Nathan Knight"
4067469,"Jemerrio Jones"
4067603,"Ade Murkey"
4067735,"Carlik Jones"
4067858,"Kevon Harris"
4080610,"Hamidou Diallo"
4222252,"Isaiah Hartenstein"
4230546,"Terrance Ferguson"
4230547,"Frank Ntilikina"
4230548,"Rodions Kurucs"
4230550,"Elie Okobo"
4230551,"Arnoldas Kulboka"
4230554,"Marko Guduric"
4230557,"Vlatko Cancar"
4231914,"Luca Vildoza"
4236300,"Mitchell Creek"
4237215,"Vincent Poirier"
4237239,"William Howard"
4241228,"Yakuba Ouattara"
4277811,"Collin Sexton"
4277812,"Alex Reese"
4277813,"Herbert Jones"
4277842,"Trevon Duval"
4277843,"Gary Trent Jr."
4277847,"Wendell Carter Jr."
4277848,"Marvin Bagley III"
4277850,"RaiQuan Gray"
4277854,"MJ Walker"
4277869,"Jose Alvarado"
4277871,"Moses Wright"
4277880,"Malik Williams"
4277882,"Brian Bowen II"
4277883,"Jordan Nwora"
4277886,"Freddie Gillespie"
4277887,"Lindell Wigginton"
4277890,"Lonnie Walker IV"
4277892,"Marcus Garrett"
4277905,"Trae Young"
4277916,"RJ Nembhard Jr."
4277919,"Mo Bamba"
4277922,"Jericho Sims"
4277923,"Zhaire Smith"
4277928,"Jarrett Culver"
4277951,"Luka Garza"
4277952,"Bruno Fernando"
4277956,"Jordan Poole"
4277957,"Isaiah Livers"
4277961,"Jaren Jackson Jr."
4277964,"Xavier Tillman"
4278031,"Oshae Brissett"
4278039,"Nickeil Alexander-Walker"
4278045,"Chaundee Brown Jr."
4278046,"Olivier Sarr"
4278049,"Daniel Gafford"
4278052,"Chuma Okeke"
4278053,"Davion Mitchell"
4278067,"Nic Claxton"
4278073,"Shai Gilgeous-Alexander"
4278075,"Kevin Knox II"
4278076,"Nick Richards"
4278077,"Jarred Vanderbilt"
4278078,"P.J. Washington"
4278080,"Tremont Waters"
4278103,"Jontay Porter"
4278104,"Michael Porter Jr."
4278111,"Justin Minaya"
4278116,"Yves Pons"
4278124,"Saben Lee"
4278129,"Deandre Ayton"
4278352,"Jalen Crutcher"
4278355,"Obi Toppin"
4278378,"Jacob Gilyard"
4278402,"Jordan Goodwin"
4278412,"Izaiah Brockington"
4278502,"Tyler Bey"
4278507,"McKinley Wright IV"
4278508,"Troy Brown Jr."
4278516,"Ethan Thompson"
4278521,"KZ Okpala"
4278527,"Chris Smith"
4278541,"Jaylen Nowell"
4278555,"Ty-Shon Alexander"
4278562,"Paul Reed"
4278566,"Jamorko Pickett"
4278572,"Jamal Cain"
4278580,"Sandro Mamukelashvili"
4278585,"Collin Gillespie"
4278588,"Jermaine Samuels Jr."
4278594,"Naji Marshall"
4278707,"Jordan Schakel"
4278783,"Will Magnay"
4279118,"Keaton Wallace"
4279318,"Daeqwon Plowden"
4279532,"Stanley Umude"
4279815,"Terry Taylor"
4279887,"Shaq Buchanan"
4279888,"Ja Morant"
4280150,"Joel Ayayi"
4280151,"Corey Kispert"
4280181,"Sir'Jabari Rice"
4280245,"Jamaree Bouyea"
4291678,"Haywood Highsmith"
4348696,"Dzanan Musa"
4348697,"Isaac Bonga"
4348700,"Goga Bitadze"
4349241,"Adam Mokoka"
4351851,"Anfernee Simons"
4351852,"Mitchell Robinson"
4355392,"Emanuel Terry"
4395620,"Hunter Tyson"
4395623,"Trey Jemison III"
4395625,"RJ Barrett"
4395626,"Tre Jones"
4395627,"Cam Reddish"
4395628,"Zion Williamson"
4395630,"Devin Vassell"
4395650,"Leaky Black"
4395651,"Coby White"
4395652,"Nassir Little"
4395676,"Buddy Boeheim"
4395688,"Jaylen Hoard"
4395695,"Jared Butler"
4395698,"Kira Lewis Jr."
4395702,"Isaiah Joe"
4395704,"Mason Jones"
4395712,"Andrew Nembhard"
4395714,"Keyontae Johnson"
4395722,"Ashton Hagans"
4395723,"Keldon Johnson"
4395724,"Immanuel Quickley"
4395725,"Tyler Herro"
4396629,"Nate Hinton"
4396638,"Feron Hunt"
4396676,"Dexter Dennis"
4396679,"Erik Stevenson"
4396682,"Jaime Echenique"
4396818,"Jordan Miller"
4396907,"Darius Garland"
4396909,"Aaron Nesmith"
4396959,"Reggie Perry"
4396960,"DJ Stewart"
4396961,"Robert Woodard II"
4396971,"Naz Reid"
4396972,"Javonte Smart"
4396978,"Darius Days"
4396991,"Talen Horton-Tucker"
4396993,"Tyrese Haliburton"
4397002,"Ayo Dosunmu"
4397008,"Romeo Langford"
4397014,"Quentin Grimes"
4397016,"Devon Dotson"
4397018,"Ochai Agbaji"
4397020,"Luguentz Dort"
4397033,"Joe Wieskamp"
4397040,"Brandon Williams"
4397071,"Mac McClung"
4397077,"Jaxson Hayes"
4397102,"Bol Bol"
4397103,"Louis King"
4397104,"Miles Norris"
4397107,"David Duke Jr."
4397119,"Jared Rhoden"
4397126,"Moses Brown"
4397127,"Jules Bernard"
4397134,"Cole Swider"
4397136,"Saddiq Bey"
4397140,"Kevin Porter Jr."
4397148,"Timmy Allen"
4397166,"CJ Elleby"
4397179,"Tyrese Martin"
4397183,"Aaron Wiggins"
4397189,"Jalen Smith"
4397204,"Colin Castleton"
4397205,"Ignas Brazdeikis"
4397209,"Aaron Henry"
4397215,"Daniel Oturu"
4397227,"Vince Williams Jr."
4397233,"Pete Nance"
4397235,"Duane Washington Jr."
4397251,"Ron Harper Jr."
4397347,"Liam Robbins"
4397371,"Nathan Mensah"
4397424,"Neemias Queta"
4397449,"Elijah Harkless"
4397475,"AJ Green"
4397511,"Javon Freeman-Liberty"
4397537,"Taevion Kinsey"
4397554,"Markquis Nowell"
4397570,"Jaylen Sims"
4397650,"Andrew Funk"
4397654,"Adam Flagler"
4397667,"Filip Petrusev"
4397688,"Trey Murphy III"
4397689,"Drew Peterson"
4397693,"Kessler Edwards"
4397821,"Nate Williams"
4397882,"Tolu Smith"
4397885,"Dalano Banton"
4397886,"Charles Bassey"
4397916,"Jason Preston"
4397999,"Cameron Parker"
4398207,"Jalen Slawson"
4398390,"Jalen Pickett"
4401415,"Alen Smailagic"
4401416,"Juan Toscano-Anderson"
4407254,"Brodric Thomas"
4409222,"Trevelin Queen"
4411057,"Kevin McCullar Jr."
4412182,"Isaiah Canaan"
4412474,"Mitchell Creek"
4412680,"Greg Monroe"
4415522,"Ray Spalding"
4415554,"Corey Brewer"
4415789,"John Jenkins"
4416645,"Tahjere McCall"
4417428,"Henry Ellenson"
4423309,"Luka Samanic"
4423314,"Sekou Doumbouya"
4423545,"Darius Bazley"
4423883,"Deividas Sirvydis"
4423884,"Henri Drell"
4423885,"Didi Louzada"
4423887,"Jalen Lecque"
4423888,"Daulton Hommes"
4431669,"Vernon Carey Jr."
4431671,"Jaden McDaniels"
4431672,"Nico Mannion"
4431673,"Matt Hurt"
4431675,"Trendon Watford"
4431678,"Tyrese Maxey"
4431679,"Precious Achiuwa"
4431680,"Onyeka Okongwu"
4431684,"Trayce Jackson-Davis"
4431686,"Cassius Stanley"
4431687,"Patrick Williams"
4431688,"Jahmi'us Ramsey"
4431689,"Keion Brooks Jr."
4431690,"Zeke Nnaji"
4431695,"Drew Timme"
4431699,"Kai Jones"
4431705,"Anton Watson"
4431712,"James Bouknight"
4431714,"Jalen Wilson"
4431720,"Lester Quinones"
4431727,"Isaiah Wong"
4431736,"Toumani Camara"
4431747,"Tyrell Terry"
4431752,"Kobe Brown"
4431766,"Damion Baugh"
4431767,"Christian Braun"
4431775,"Seth Lundy"
4431778,"Christian Koloko"
4431785,"Scotty Pippen Jr."
4431786,"Keshad Johnson"
4431811,"Dereon Seabron"
4431816,"Jesse Edwards"
4431823,"Miles McBride"
4431828,"KJ Martin"
4431893,"Jamison Battle"
4431941,"RayJ Dennis"
4432070,"Quincy Olivari"
4432107,"Marcus Sasser"
4432117,"Isaiah Stevens"
4432158,"Evan Mobley"
4432161,"Greg Brown III"
4432162,"Brandon Boston"
4432164,"Jaden Springer"
4432165,"Jalen Suggs"
4432166,"Cade Cunningham"
4432168,"Josh Christopher"
4432170,"Isaiah Jackson"
4432171,"Moses Moody"
4432173,"Sharife Cooper"
4432174,"Cam Thomas"
4432176,"Daishen Nix"
4432179,"MarJon Beauchamp"
4432181,"Julian Strawther"
4432187,"Reece Beekman"
4432190,"Andre Jackson Jr."
4432192,"Keon Johnson"
4432194,"Day'Ron Sharpe"
4432241,"Jamal Shead"
4432247,"Jaylen Clark"
4432356,"Johnny Davis"
4432446,"Jabari Walker"
4432528,"Karim Mane"
4432573,"Paolo Banchero"
4432582,"Max Christie"
4432585,"AJ Griffin"
4432588,"John Butler Jr."
4432639,"Jabari Smith Jr."
4432645,"Trevor Keels"
4432646,"Kennedy Chandler"
4432735,"Dariq Whitehead"
4432808,"James Wiseman"
4432809,"Cole Anthony"
4432810,"Isaiah Stewart"
4432811,"Josh Green"
4432812,"Scottie Lewis"
4432813,"Jeremiah Robinson-Earl"
4432815,"Isaiah Mobley"
4432816,"LaMelo Ball"
4432817,"Johnny Juzang"
4432819,"Tre Mann"
4432820,"D.J. Carton"
4432821,"E.J. Liddell"
4432822,"Isaac Okoro"
4432823,"Jaylin Williams"
4432827,"Oscar Tshiebwe"
4432847,"Terrence Shannon Jr."
4432848,"Jaime Jaquez Jr."
4432872,"Emanuel Miller"
4432887,"Tyson Etienne"
4432907,"Justin Champagnie"
4432946,"Jalen Bridges"
4432957,"Yuri Collins"
4432971,"Alex Ducas"
4433076,"Ben Sheppard"
4433083,"Cam Spencer"
4433133,"Jahmir Young"
4433134,"Scottie Barnes"
4433136,"Walker Kessler"
4433137,"Ziaire Williams"
4433147,"Marcus Bagley"
4433157,"Josh Hall"
4433159,"Dalen Terry"
4433188,"Devin Carter"
4433192,"Tari Eason"
4433218,"Jaden Ivey"
4433225,"Tyler Kolek"
4433246,"Patrick Baldwin Jr."
4433247,"Jonathan Kuminga"
4433249,"Moussa Diabate"
4433254,"Kendall Brown"
4433255,"Chet Holmgren"
4433268,"Trey Alexander"
4433287,"Brandon Miller"
4433378,"Colby Jones"
4433618,"Harrison Ingram"
4433620,"Emoni Bates"
4433621,"Jalen Duren"
4433622,"Chris Livingston"
4433623,"Caleb Houstan"
4433626,"Jalen Hood-Schifino"
4433627,"Keyonte George"
4437244,"Jalen Green"
4438552,"Onuralp Bitim"
4565201,"Malaki Branham"
4565203,"Charles Bediako"
4566434,"Franz Wagner"
4576085,"JD Davison"
4576086,"Bryce McGowens"
4576087,"Peyton Watson"
4578893,"Vit Krejci"
4585610,"Kenneth Lofton Jr."
4590530,"R.J. Hampton"
4591725,"Ryan Rollins"
4592187,"Wendell Moore Jr."
4592204,"David Johnson"
4592216,"Alondes Williams"
4592304,"Donovan Williams"
4592401,"N'Faly Dante"
4592402,"Chris Duarte"
4592427,"Spencer Jones"
4592435,"Branden Carlson"
4592461,"Jacob Toppin"
4592479,"Julian Champagnie"
4592492,"Bones Hyland"
4592686,"Antonio Reeves"
4592691,"Jake LaRavia"
4592699,"Enrique Freeman"
4592712,"Boo Buie"
4592714,"Pat Spencer"
4592829,"Quenton Jackson"
4592857,"Isaiah Crawford"
4592933,"Mouhamadou Gueye"
4592965,"Tristen Newton"
4592979,"Zyon Pullin"
4593016,"Quinten Post"
4593041,"David Roddy"
4593049,"Orlando Robinson"
4593125,"Santi Aldama"
4593803,"Jalen Williams"
4593841,"Baylor Scheierman"
4594268,"Anthony Edwards"
4594326,"Kris Murray"
4594327,"Keegan Murray"
4595400,"Olivier-Maxence Prosper"
4597865,"Tosan Evbuomwan"
4598307,"Dmytro Skapintsev"
4600663,"Zach Edey"
4601023,"Oso Ighodaro"
4601025,"Pelle Larsson"
4610139,"Jeremy Sochan"
4610145,"Daryl Macon"
4683018,"Aleksej Pokusevski"
4683021,"Deni Avdija"
4683022,"Georgios Kalaitzakis"
4683023,"Jay Scrubb"
4683024,"Killian Hayes"
4683025,"Leandro Bolmaro"
4683027,"Theo Maledon"
4683622,"Marko Simonovic"
4683634,"Bennedict Mathurin"
4683678,"Scoot Henderson"
4683686,"Nick Smith Jr."
4683688,"Dereck Lively II"
4683689,"Jordan Walsh"
4683692,"Cason Wallace"
4683736,"Kobe Bufkin"
4683747,"Jaylon Tyson"
4683749,"TyTy Washington Jr."
4683750,"Jordan Hawkins"
4683766,"Isaiah Collier"
4683771,"Ronald Holland II"
4683774,"Bronny James"
4683778,"Jared McCain"
4683834,"KJ Simpson"
4683935,"Blake Wesley"
4683940,"Terquavion Smith"
4684272,"Ja'Kobe Walter"
4684275,"Rob Dillingham"
4684286,"Maxwell Lewis"
4684737,"Jaylen Martin"
4684740,"Amen Thompson"
4684742,"Ausar Thompson"
4684793,"Kyle Filipowski"
4684806,"Taylor Hendricks"
4687718,"Josh Minott"
4701031,"Jordan Hall"
4701225,"PJ Hall"
4701230,"Jalen Johnson"
4701232,"Mark Williams"
4701233,"Craig Porter Jr."
4701234,"Ricky Council IV"
4702023,"Adama Sanogo"
4702159,"Dillon Jones"
4702176,"Joshua Primo"
4702177,"Keon Ellis"
4702233,"JT Thor"
4702382,"Tristan da Silva"
4702702,"D'Moi Hodge"
4708972,"Jazian Gortman"
4709138,"Brandin Podziemski"
4711005,"Trevon Scott"
4711272,"Reed Sheppard"
4711294,"Matas Buzelis"
4711297,"Justin Edwards"
4712849,"Anthony Black"
4712863,"Mouhamed Gueye"
4712896,"Noah Clowney"
4715198,"Isaiah Todd"
4820852,"Michael Foster Jr."
4845363,"Cam Christie"
4845367,"Stephon Castle"
4845374,"Bub Carrington"
4868423,"Jaden Hardy"
4869342,"Dyson Daniels"
4870562,"Dominick Barlow"
4871137,"Malcolm Cazalon"
4871140,"Ibou Badji"
4871141,"Ariel Hukporti"
4871143,"Usman Garuba"
4871144,"Alperen Sengun"
4871145,"Josh Giddey"
4888725,"Ryan Dunn"
4895499,"Wayne Selden"
4895758,"Cody Williams"
4896481,"Alex Fudge"
4896850,"Taran Armstrong"
4897449,"Malevy Leons"
4897943,"Dalton Knecht"
4900671,"Ajay Mitchell"
4906923,"Bobi Klintman"
4909710,"Phillip Wheeler"
4914336,"Shaedon Sharpe"
4981257,"Gabriel Lundberg"
4997526,"Ousmane Dieng"
4997528,"Nikola Jovic"
4997536,"Gui Santos"
4997537,"Tristan Vukcevic"
4997538,"Karlo Matkovic"
4997539,"Luke Travers"
5044385,"Leonard Miller"
5061589,"Yves Missi"
5075393,"Trevor Hudgins"
5081727,"Sidy Cissoko"
5090967,"Jaylin Galloway"
5099752,"Rayan Rupert"
5104155,"Bilal Coulibaly"
5104156,"Armel Traore"
5104157,"Victor Wembanyama"
5105550,"GG Jackson"
5105553,"Julian Phillips"
5105565,"Donovan Clingan"
5105592,"Cam Whitmore"
5105623,"Kel'el Ware"
5105637,"Adem Bona"
5105638,"Amari Bailey"
5105806,"Jett Howard"
5105839,"Brice Sensabaugh"
5106060,"Jarace Walker"
5106258,"Gradey Dick"
5106268,"Nae'Qwan Tomlin"
5107199,"Daniss Jenkins"
5107818,"Isaac Jones"
5107897,"Jonathan Mogbo"
5112087,"Jaylen Wells"
5157066,"Johnny Furphy"
5159486,"Yongxi Cui"
5159895,"Yuki Kawamura"
5160992,"Alex Sarr"
5165257,"Trentyn Flowers"
5167876,"Tyler Smith"
5170947,"AJ Johnson"
5174563,"Kyshawn George"
5177362,"Riley Minix"
5184018,"Maozinha Pereira"
5211175,"Zaccharie Risacher"
5211176,"Tidjane Salaun"
5211983,"Pacome Dadiet"
5211984,"Ulrich Chomche"
